"primary_keyword","position","location","salary_min","experience_years","english_level","employment","pokes"
PHP,Middle+/Senior PHP Engineer,Киев,2500,3,upper,fulltime remote,30
PHP,Senior PHP Developer,Berlin,4000,8,upper,fulltime,9
PHP,Senior/Lead PHP Developer,Одесса,3600,15,intermediate,fulltime remote,32
PHP,Senior PHP Developer,Киев,2000,15,intermediate,remote freelance relocate,1
PHP,Senior PHP Developer,Днепр,2200,4,pre,fulltime remote move,1
PHP,Senior Full Stack developer, Technical leader,Львов,4300,9,upper,fulltime remote freelance,25
PHP,Senior PHP Developer,Днепр,3500,7,intermediate,fulltime remote freelance,11
PHP,Middle-Senior Full-stack PHP Developer,Warsaw, Gdansk, Wroclaw, Berlin, Munich,1700,5,intermediate,relocate,31
PHP,Senior Drupal developer,Луцк,2000,6,intermediate,fulltime remote,1
PHP,Senior PHP Developer, Web developer, Full Stack,Польша,4000,15,upper,fulltime relocate,23
PHP,Senior PHP Developer,Запорожье,3000,6,intermediate,remote freelance,1
PHP,Senior PHP Developer,Киев,4000,15,intermediate,fulltime freelance,41
PHP,Senior PHP Developer,Удаленная работа,1500,6,pre,remote freelance,1
PHP,Lead/Senior PHP Developer,Киев,4500,7,intermediate,fulltime remote freelance relocate,132
PHP,Senior PHP Developer / Tech/Team Lead / CTO / VPE,Киев,8000,15,intermediate,fulltime remote,148
PHP,Senior PHP/JS developer,удаленная, Львов,3200,15,intermediate,fulltime remote,1
PHP,Senior PHP Developer,Харьков,2500,7,intermediate,remote freelance,33
PHP,Senior PHP Developer,Львов,3000,15,intermediate,fulltime remote relocate,17
PHP,Senior full stack developer (PHP, JavaScript, Database),Киев,3250,5,pre,fulltime remote freelance move relocate,48
PHP,Lead / Architect / CTO / Senior PHP + JavaScript Developer,Киев,4000,15,fluent,fulltime relocate,41
PHP,Удаленный Team Lead Senior PHP,Киев,3500,10,pre,remote freelance move relocate,1
PHP,Senior PHP Developer,Киев,3000,9,pre,fulltime,40
PHP,Senior Software Engineer,Kyiv, Singapore, Bangkok,7500,15,upper,fulltime remote freelance move relocate,28
PHP,Senior PHP Developer,Днепр,3000,8,intermediate,fulltime remote freelance,1
PHP,Senior Backend Developer,Киев,2900,3,intermediate,fulltime remote freelance relocate,112
PHP,Senior PHP Developer,Киев,2500,6,intermediate,fulltime,1
PHP,Team Lead/Senior PHP Developer,Киев,3200,15,intermediate,fulltime remote,33
PHP,PHP Senior Developer,Харьков,3000,15,pre,remote freelance,1
PHP,Senior PHP Developer,Remotely only,2500,10,intermediate,remote freelance,8
PHP,Senior PHP Developer,Винница,3200,8,upper,fulltime remote,21
PHP,Senior Magento 2 Developer,Киев,3500,5,pre,fulltime remote relocate,17
PHP,Senior PHP Developer,Kyiv,5000,15,fluent,fulltime,44
PHP,Senior PHP Developer (full-stack),Киев,3000,4,intermediate,fulltime relocate,1
PHP,Senior Software Engineer,Киев,4000,7,intermediate,fulltime remote,1
PHP,Senior PHP Developer,Киев,4000,15,pre,fulltime remote,34
PHP,Senior PHP / Go Developer,Київ,4000,15,upper,fulltime remote relocate,1
PHP,Senior PHP Developer,Запорожье,2000,15,intermediate,fulltime,23
PHP,Middle+/Senior PHP Developer,Киев,3500,3,upper,fulltime,8
PHP,Senior Drupal Developer,Kyiv,4000,7,upper,fulltime remote freelance,1
PHP,Senior PHP Developer,Киев,2500,15,intermediate,fulltime,74
PHP,Senior PHP Developer,Харьков,3500,5,upper,fulltime freelance move relocate,22
PHP,Senior PHP Developer,Kyiv,2800,4,intermediate,fulltime,1
PHP,Senior PHP Developer,удаленно/remote,1700,8,fluent,remote freelance relocate,1
PHP,Senior PHP Developer (Backend),Kiev,4200,15,upper,fulltime,26
PHP,Senior PHP Developer,Харьков,3500,4,intermediate,fulltime remote,1
PHP,Middle/Senior PHP Developer,Киев,2500,3,intermediate,fulltime remote freelance,31
PHP,Senior PHP Backend,Киев,3000,15,pre,fulltime remote,31
PHP,Senior PHP/Magento Developer , TL.,Ужгород,3500,10,upper,fulltime remote relocate,17
PHP,Senior Magento Developer,Киев,5700,10,fluent,fulltime remote freelance,35
PHP,Senior PHP/JS Developer,Киев,2500,7,pre,fulltime move,152
PHP,Senior PHP Developer,Киев,3200,6,fluent,fulltime,47
PHP,Senior PHP Developer,Lviv,4000,5,intermediate,fulltime remote freelance,14
PHP,Senior PHP Developer,Одесса,4000,7,intermediate,fulltime remote,16
PHP,Lead/Senior PHP Developer,Удаленно,6000,15,fluent,remote freelance,28
PHP,Senior PHP Developer/ Middle JavaScript developer,Киев,3000,8,upper,fulltime remote,4
PHP,Senior PHP Developer,Николаев, Одесса, Киев,2000,9,intermediate,fulltime move,7
PHP,Senior Backend(PHP, NodeJS) Developer,Львов, Киев, Одесса,4000,15,intermediate,fulltime remote freelance move relocate,2
PHP,Senior PHP Developer (Symfony priority),Киев,2500,6,intermediate,fulltime freelance,1
PHP,Senior PHP Developer,Киев,3000,7,pre,fulltime remote freelance,35
PHP,Lead PHP / Senior developer,Харьков,3500,15,upper,fulltime remote relocate,30
PHP,Senior magento developer, team lead,Киев,4500,8,upper,fulltime,25
PHP,Senior PHP Developer,Киев,3500,15,intermediate,fulltime remote,1
PHP,Senior PHP Developer,Киев,2500,8,upper,fulltime remote freelance,24
PHP,Senior/Lead PHP Developer,Киев,4000,5,pre,fulltime relocate,27
PHP,Senior PHP Developer, Tech Lead,Ужгород,4500,7,upper,fulltime remote,4
PHP,Team Lead / Senior PHP Developer,Днепр,4000,15,fluent,fulltime remote,9
PHP,Senior PHP Developer,Киев,3500,6,intermediate,fulltime remote freelance,1
PHP,Senior PHP Developer,Харьков,1500,15,intermediate,fulltime remote,1
PHP,Senior PHP Developer,Киев,3800,15,pre,fulltime,31
PHP,Senior PHP Developer,Винница,2000,4,pre,fulltime,14
PHP,Senior PHP Developer,Киев,4500,10,pre,remote,13
PHP,Senior Software Engineer / Team lead,Киев,5000,8,upper,remote freelance relocate,17
PHP,Senior PHP Developer,Киев,4500,10,intermediate,fulltime,1
PHP,Senior PHP Developer,Kiyv,5000,15,fluent,fulltime remote freelance move relocate,1
PHP,Senior PHP Developer,Киев,5000,4,pre,fulltime remote,21
PHP,Senior PHP Developer,Киев,4000,8,upper,fulltime remote freelance move relocate,1
PHP,Senior PHP Developer,Харьков,2000,5,intermediate,fulltime remote freelance,1
PHP,Senior Full-Stack developer (Golang, PHP, Angular),Львов, Europe,4500,15,intermediate,fulltime relocate,17
PHP,Senior Software Engineer,Киев,1900,10,fluent,fulltime remote freelance relocate,55
PHP,Senior PHP Developer,Одесса,2500,5,pre,fulltime remote freelance move relocate,33
PHP,Senior PHP Developer,Киев,3200,5,intermediate,fulltime remote relocate,1
PHP,Senior PHP Developer,Киев,3700,9,upper,fulltime,26
PHP,Lead / Senior PHP Developer,Одесса,5000,9,intermediate,fulltime remote,1
PHP,Senior PHP Developer,Харьков,3500,7,pre,fulltime remote freelance relocate,75
PHP,Senior PHP Software Engineer / Team Lead,Киев,4500,8,intermediate,fulltime,10
PHP,Senior PHP Developer (Full Stack),Киев,2000,4,pre,fulltime remote relocate,1
PHP,Senior PHP Developer,Харьков,2700,5,intermediate,fulltime,3
PHP,Senior PHP Developer (TL),Харьков,3500,10,upper,fulltime,75
PHP,Senior / Lead Magento, Magento2, PHP Developer,remote,4000,7,upper,remote freelance relocate,11
PHP,Middle/Senior PHP Developer,Киев,3200,3,intermediate,fulltime remote freelance,1
PHP,Senior PHP Developer,Киев,3500,7,pre,fulltime remote,1
PHP,Team Lead, Senior php developer,Киев,3500,6,upper,fulltime remote relocate,36
PHP,Senior Software Engineer,Черкассы,3000,9,intermediate,remote freelance,15
PHP,Senior PHP Developer,Львов,3500,5,upper,fulltime,8
PHP,Senior PHP Developer,Ивано-Франковск,2500,15,pre,fulltime remote,1
PHP,PHP Team Lead / Senior Developer,Киев,4000,7,upper,remote,55
PHP,Team Lead / Senior PHP Dev,Киев,4000,7,upper,fulltime remote relocate,3
PHP,Senior Software Engineer/Team Lead,Одесса,3800,15,intermediate,fulltime remote move relocate,66
PHP,Senior PHP Developer,Киев,2000,15,intermediate,fulltime remote move relocate,91
PHP,Senior PHP Developer,Львов,3000,6,intermediate,fulltime,1
PHP,Senior PHP Developer,Ивано-Франковск, Львов,2000,5,upper,fulltime remote,1
PHP,Drupal Developer (Senior/Architect),Киев,3100,7,intermediate,fulltime remote,3
PHP,Senior PHP Developer,Киев,3500,7,intermediate,fulltime remote relocate,1
PHP,Senior PHP Developer,Киев,2000,5,pre,remote freelance,6
PHP,Senior PHP/JS Developer,Киев,2000,5,pre,remote freelance,1
PHP,Senior Software Engineer (Backend PHP Developer),Киев,3300,5,intermediate,fulltime remote relocate,59
PHP,Senior PHP7 developer,Харьков,2300,10,intermediate,fulltime remote freelance,15
PHP,Senior PHP Developer,Львов,5000,15,intermediate,remote,1
PHP,Senior PHP Developer,Харьков,2500,5,intermediate,fulltime remote freelance,27
PHP,Senior PHP Developer,Киев,4500,5,fluent,fulltime,32
PHP,Senior PHP Developer,Киев,2000,8,upper,freelance,13
PHP,Senior PHP Developer,Киев,3000,6,intermediate,remote freelance relocate,58
PHP,Senior Software Engineer,Киев,4500,5,upper,fulltime remote freelance,54
PHP,Senior PHP Developer, Middle Front-end Developer,Kyiv,3000,15,intermediate,fulltime remote freelance,1
PHP,Senior PHP Developer / Full-stack Developer,Киев,4000,6,intermediate,fulltime remote freelance move,43
PHP,Senior PHP (Laravel) Developer,Киев,4500,6,upper,fulltime remote,38
PHP,Senior PHP/Magento backend developer,Киев,4000,15,upper,fulltime remote,2
PHP,PHP/Golang Developer (Senior/Lead),Дніпро,3000,8,pre,fulltime,14
PHP,Senior Magento Developer,Киев,4000,10,upper,relocate,1
PHP,Senior Full stack developer,remote,2500,5,intermediate,remote,1
PHP,Team Lead/Senior PHP Developer,Киев,4000,6,fluent,remote freelance relocate,51
PHP,TeamLead, Senior PHP Developer,Remote work,3000,15,upper,remote freelance,1
PHP,Senior PHP Developer,Remote, Івано-Франківськ,3000,6,intermediate,fulltime remote freelance,14
PHP,Senior Full Stack Web developer,Киев,4000,6,pre,fulltime remote,19
PHP,Senior PHP Developer,Луцк,2200,5,upper,freelance relocate,4
PHP,Senior PHP Developer, Team lead,Киев,5500,7,intermediate,fulltime remote,19
PHP,Senior PHP developer,Киев,3000,2.500000,fluent,fulltime,23
PHP,Senior PHP Developer,Киев,4300,6,intermediate,fulltime remote,1
PHP,Senior PHP Developer, разработчик PHP,Киев,4000,7,pre,fulltime remote freelance,124
PHP,Senior PHP Developer,remote,4000,5,intermediate,remote relocate,1
PHP,Architect / Senior Web Engineer,Kiev,4000,10,upper,fulltime remote freelance relocate,3
PHP,Senior PHP developer (back-end) / Golang developer / Technical lead,Львов,3000,5,pre,fulltime,9
PHP,Senior PHP Developer,Харьков,2400,3,pre,fulltime remote move relocate,6
PHP,Senior PHP Developer,Днепр,2700,7,intermediate,fulltime remote,11
PHP,Lead / Senior PHP Developer (15 years exp.),Киев,3500,15,pre,fulltime remote freelance,1
PHP,Разработчик PHP (Senior/Middle),Киев,2000,8,intermediate,fulltime remote freelance move relocate,1
PHP,Senior PHP Full Stack Software Engineer (Backend Priority),Киев,3000,8,basic,fulltime remote freelance move relocate,115
PHP,Senior/Lead PHP Developer,Харьков,4000,15,fluent,fulltime remote freelance relocate,257
PHP,Senior PHP Developer,Киев,3000,3,pre,fulltime relocate,4
PHP,Senior PHP (Full Stack) Developer,Киев, Remote,3000,15,intermediate,fulltime remote freelance,35
PHP,Senior PHP Developer,Днепр, Днепр, Киев,3500,5,intermediate,fulltime move,1
PHP,Strong Middle/Senior PHP Developer,Киев,2600,2.500000,intermediate,fulltime remote freelance relocate,18
PHP,Senior PHP Backend Developer,Internet / remote,2500,6,upper,remote freelance,15
PHP,Senior PHP Developer,Днепр,3000,7,intermediate,remote,32
PHP,Senior PHP Developer,Киев,3500,5,intermediate,fulltime remote freelance relocate,2
PHP,Middle/Senior PHP Developer (Laravel),Харьков,1700,5,intermediate,fulltime,39
PHP,Senior Backend Developer Software Engineer,Киев,5000,6,upper,fulltime remote,15
PHP,Senior PHP Developer / Team Lead,relocate,5000,9,intermediate,relocate,6
PHP,Senior PHP Developer,Киев,3000,5,intermediate,fulltime remote,56
PHP,Senior PHP Developer,Хмельницкий, Удаленно,2500,6,upper,fulltime remote freelance,84
PHP,Senior PHP Developer,Киев,3000,3,intermediate,fulltime remote move relocate,110
PHP,Senior PHP Developer,Одесса,2500,4,pre,fulltime remote,22
PHP,Senior PHP Developer,Киев,2800,5,intermediate,fulltime remote freelance,97
PHP,Senior Magento Developer,Киев,6000,15,intermediate,fulltime relocate,37
PHP,Senior Developer (PHP, Node.js) +Lead,Харьков, Киев,2500,15,upper,remote freelance,60
PHP,Senior Backend Developer / Team Lead,Киев,4000,15,fluent,fulltime,17
PHP,strong middle/senior php developer,Киев,1800,3,pre,fulltime remote move,1
PHP,Senior PHP Developer,Киев,4000,8,intermediate,fulltime remote relocate,17
PHP,Senior Software Engineer,Киев,4000,9,intermediate,fulltime remote relocate,1
PHP,Senior PHP Developer,Киев,4000,15,fluent,fulltime move relocate,1
PHP,Senior PHP / Javascript / Full Stack,Remote,2500,15,fluent,remote freelance,1
PHP,Senior Software Engineer,Удаленно,2500,10,intermediate,remote freelance,6
PHP,Senior PHP Developer / Architect,Киев,3500,15,intermediate,fulltime,1
PHP,Senior Web Developer,Днепр, Киев, Львов, Харьков,2500,4,upper,fulltime remote move,1
PHP,Senior PHP /JS Developer,Киев,3200,5,intermediate,fulltime,1
PHP,Senior PHP Developer / Senior Full Stack Developer / Team Lead,Киев,3800,8,upper,fulltime remote freelance relocate,102
PHP,Senior PHP Developer,Киев,3500,6,intermediate,fulltime,1
PHP,Team Lead / Senior PHP Developer,Киев,3500,6,intermediate,fulltime remote freelance,1
PHP,Senior Web Developer (PHP, Yii Framework, CodeIgniter, Ecommerce, CMS),Lahore, Pakistan,4000,8,intermediate,fulltime remote freelance relocate,1
PHP,Senior WordPress Developer,Киев,3000,15,intermediate,fulltime remote relocate,1
PHP,Senior WordPress Developer,Киев,2500,8,upper,fulltime remote relocate,51
PHP,Senior Magento Dev,Киев,3300,5,basic,fulltime,1
PHP,Senior Full Stack Developer,Харьков,3300,8,intermediate,fulltime relocate,2
